;2;4;12;20;28;36;44;52;60;68
2;0.9782166481018066;0.9866499900817871;0.9935500025749207;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581
4;0.9912999868392944;0.9939833283424377;0.9932500123977661;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581
8;0.9987833499908447;0.9994000196456909;0.9988666772842407;0.9979166388511658;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.11236666887998581
