,2,4,12,20,28,36,44,52,60,68
2,0.9782166481018066,0.9859166741371155,0.9875333309173584,0.9803166389465332,0.9743666648864746,0.9668499827384949,0.9735333323478699,0.9702666401863098,0.9739500284194946,0.9756500124931335
4,0.990933358669281,0.9954333305358887,0.9919833540916443,0.9954333305358887,0.9917500019073486,0.9926333427429199,0.9910500049591064,0.9937833547592163,0.9925333261489868,0.9911333322525024
8,0.9980166554450989,0.9995333552360535,0.9992499947547913,0.9987000226974487,0.998199999332428,0.996999979019165,0.9969333410263062,0.9956666827201843,0.9969833493232727,0.9968166947364807
