,2,4,12,20,28,36,44,52,60,68
2,0.9868500232696533,0.991266667842865,0.9914166927337646,0.9790166616439819,0.9709333181381226,0.9465500116348267,0.9110166430473328,0.6800833344459534,0.14976666867733002,0.11256666481494904
4,0.9996500015258789,0.9998000264167786,0.9992499947547913,0.9952499866485596,0.9882166385650635,0.9855333566665649,0.965149998664856,0.9311666488647461,0.8419166803359985,0.7084333300590515
8,1.0,1.0,1.0,0.9993833303451538,0.9978166818618774,0.9965999722480774,0.9875666499137878,0.9794166684150696,0.9722333550453186,0.9006666541099548
