,1,10,20,30,40,50,60,70,80,90,100,110,120
1,0.929411768913269,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051
2,0.9176470637321472,0.9058823585510254,0.8823529481887817,0.6941176652908325,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051
3,0.9647058844566345,1.0,0.9411764740943909,0.8470588326454163,0.8235294222831726,0.7529411911964417,0.6470588445663452,0.8588235378265381,0.658823549747467,0.5176470875740051,0.7411764860153198,0.5176470875740051,0.5176470875740051
4,1.0,1.0,1.0,0.5176470875740051,0.5176470875740051,0.7176470756530762,0.8117647171020508,0.5411764979362488,0.8941176533699036,0.5176470875740051,0.5882353186607361,0.8941176533699036,0.5882353186607361
5,1.0,1.0,0.9529411792755127,1.0,0.7647058963775635,0.8588235378265381,0.8823529481887817,0.8352941274642944,0.8823529481887817,0.8823529481887817,0.6705882549285889,0.8235294222831726,0.7647058963775635
10,1.0,1.0,1.0,1.0,1.0,0.929411768913269,0.9529411792755127,0.8941176533699036,0.9176470637321472,0.9058823585510254,0.8235294222831726,0.7764706015586853,0.7176470756530762
15,1.0,1.0,1.0,1.0,1.0,1.0,0.9882352948188782,0.929411768913269,0.9058823585510254,0.929411768913269,0.9058823585510254,0.8823529481887817,0.8470588326454163
20,1.0,1.0,1.0,1.0,1.0,1.0,0.9764705896377563,1.0,0.9176470637321472,0.929411768913269,0.9529411792755127,0.8941176533699036,0.9764705896377563
25,1.0,1.0,1.0,1.0,1.0,1.0,0.9529411792755127,1.0,0.9058823585510254,0.929411768913269,0.9647058844566345,0.9529411792755127,0.8705882430076599
