,1,10,20,30,40,50,60,70,80,90,100,110,120
1,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051
2,0.9176470637321472,0.929411768913269,0.929411768913269,0.929411768913269,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051
3,0.9411764740943909,1.0,0.929411768913269,1.0,0.8941176533699036,0.9411764740943909,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051
4,0.9176470637321472,0.929411768913269,1.0,0.9529411792755127,1.0,0.6352941393852234,0.8470588326454163,0.8823529481887817,0.9411764740943909,0.5176470875740051,0.8823529481887817,0.5411764979362488,0.5176470875740051
5,0.929411768913269,1.0,1.0,1.0,1.0,0.8705882430076599,0.8823529481887817,1.0,0.8823529481887817,0.5176470875740051,0.8588235378265381,0.8823529481887817,0.8823529481887817
10,1.0,1.0,1.0,1.0,1.0,0.8352941274642944,0.5176470875740051,1.0,0.8705882430076599,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051
15,1.0,1.0,1.0,1.0,0.8823529481887817,0.8705882430076599,0.8823529481887817,0.8588235378265381,0.800000011920929,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051
20,1.0,1.0,1.0,1.0,1.0,1.0,0.5176470875740051,0.8941176533699036,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051
25,1.0,1.0,1.0,1.0,1.0,1.0,0.8588235378265381,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.5176470875740051,0.6823529601097107
